,time,num_0,CPU_usage_0,RAM_usage_0,num_1,CPU_usage_1,RAM_usage_1,num_2,CPU_usage_2,RAM_usage_2,CPU,RAM
139,43,15277.0,0.048185524691669444,0.03727476028333235,28404.0,0.10696675665829286,0.07383528016666414,1574.0,0.0077996330416664535,0.005183073724999999,0.1629519143916288,0.11629311417499648
140,44,19046.0,0.03959171055833474,0.049762573866672224,18709.0,0.07338827303333509,0.045684168830822776,1047.0,0.006747805183333278,0.0023723425499999977,0.1197277887750031,0.09781908524749501
141,45,11177.0,0.027925838141668047,0.02593944401666657,16701.0,0.07699820666666608,0.03966666383332638,639.0,0.002667104050000008,0.001067823216666668,0.10759114885833414,0.06667393106665963
142,46,43343.0,0.13957480464999023,0.08646737676664998,20582.0,0.0897072754333282,0.04572397741416537,1086.0,0.004706763833333375,0.0014401749250000095,0.23398884391665178,0.13363152910581536
143,47,30345.0,0.11756875275001391,0.0726202384999591,42012.0,0.20383134882499793,0.2921754819167863,1028.0,0.004535714166666702,0.001524867616666679,0.3259358157416785,0.36632058803341205
144,48,27623.0,0.09496493495000129,0.05812468788332364,18719.0,0.0686419873666642,0.04541517208082045,695.0,0.0028586358666666694,0.0010167279666666673,0.16646555818333217,0.10455658793081075
145,49,24012.0,0.08529901777500097,0.04746732361664477,14924.0,0.06109378158333763,0.04218352874999566,398.0,0.0015783665833333292,0.0008662027833333346,0.14797116594167192,0.09051705514997377
146,50,19371.0,0.07118241270833896,0.04396098397498839,15387.0,0.04835917918333545,0.028266713497495228,542.0,0.0018826710833333275,0.000758834216666662,0.12142426297500773,0.07298653168915027
147,51,20319.0,0.06317537032500113,0.0427780826999979,10507.0,0.045422791658335106,0.031343343833330574,814.0,0.003229489166666689,0.0012789322250000008,0.11182765115000293,0.07540035875832848
148,52,45011.0,0.13889912561668014,0.10120286297501332,36757.0,0.128759273699921,0.10643468224754814,847.0,0.0035435198333333517,0.0012265578166666727,0.27120191914993447,0.2088641030392281
